epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
115,115,,,0.8879458904266357,
115,115,2.43586802482605,,,
,116,,,,0.8600762486457825
116,116,,,0.8600762486457825,
116,116,2.575486660003662,,,
,117,,,,0.8383451104164124
117,117,,,0.8383451104164124,
117,117,1.8803383111953735,,,
,118,,,,0.8178131580352783
118,118,,,0.8178131580352783,
118,118,2.1528985500335693,,,
,119,,,,0.8001794815063477
119,119,,,0.8001794815063477,
119,119,1.9788416624069214,,,
,120,,,,0.7810509204864502
120,120,,,0.7810509204864502,
120,120,2.740847587585449,,,
,121,,,,0.7632378935813904
121,121,,,0.7632378935813904,
121,121,1.69574773311615,,,
,122,,,,0.7418720722198486
122,122,,,0.7418720722198486,
122,122,2.425370931625366,,,
,123,,,,0.722795307636261
123,123,,,0.722795307636261,
123,123,1.6972202062606812,,,
,124,,,,0.7073604464530945
124,124,,,0.7073604464530945,
124,124,2.0953242778778076,,,
,125,,,,0.694373607635498
125,125,,,0.694373607635498,
125,125,1.6497606039047241,,,
,126,,,,0.6834316849708557
126,126,,,0.6834316849708557,
126,126,1.6691583395004272,,,
,127,,,,0.6734201312065125
127,127,,,0.6734201312065125,
127,127,1.9387874603271484,,,
,128,,,,0.6624003648757935
128,128,,,0.6624003648757935,
128,128,1.7079437971115112,,,
,129,,,,0.6468978524208069
129,129,,,0.6468978524208069,
129,129,2.2434475421905518,,,
,130,,,,0.6359864473342896
130,130,,,0.6359864473342896,
130,130,1.8067110776901245,,,
,131,,,,0.626725971698761
131,131,,,0.626725971698761,
131,131,2.1285107135772705,,,
,132,,,,0.6158749461174011
132,132,,,0.6158749461174011,
132,132,1.7879174947738647,,,
,133,,,,0.6028756499290466
133,133,,,0.6028756499290466,
133,133,1.7016061544418335,,,
,134,,,,0.5860785841941833
134,134,,,0.5860785841941833,
134,134,1.9873284101486206,,,
,135,,,,0.5675299763679504
135,135,,,0.5675299763679504,
135,135,1.3393062353134155,,,
,136,,,,0.5518516898155212
136,136,,,0.5518516898155212,
136,136,2.02253794670105,,,
,137,,,,0.5388172268867493
137,137,,,0.5388172268867493,
137,137,2.168930768966675,,,
,138,,,,0.526975154876709
138,138,,,0.526975154876709,
138,138,1.4811152219772339,,,
,139,,,,0.517882764339447
139,139,,,0.517882764339447,
139,139,1.9271923303604126,,,
,140,,,,0.5081092715263367
140,140,,,0.5081092715263367,
140,140,1.8234935998916626,,,
,141,,,,0.4984513521194458
141,141,,,0.4984513521194458,
141,141,2.0125935077667236,,,
,142,,,,0.49084317684173584
142,142,,,0.49084317684173584,
142,142,1.8045350313186646,,,
,143,,,,0.4833333492279053
143,143,,,0.4833333492279053,
143,143,1.877170205116272,,,
,144,,,,0.4769764244556427
144,144,,,0.4769764244556427,
144,144,1.610603928565979,,,
,145,,,,0.4729170501232147
145,145,,,0.4729170501232147,
145,145,1.6430363655090332,,,
,146,,,,0.46964189410209656
146,146,,,0.46964189410209656,
146,146,1.8071941137313843,,,
,147,,,,0.46660885214805603
147,147,,,0.46660885214805603,
147,147,1.474054217338562,,,
,148,,,,0.4649468660354614
148,148,,,0.4649468660354614,
148,148,1.6666641235351562,,,
149,149,,1.7658576965332031,,
,149,,,,0.4629824459552765
149,149,,,0.4629824459552765,
149,149,1.7658576965332031,,,
