epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
121,121,1.9658206701278687,,,
,122,,,,0.7024849057197571
122,122,,,0.7024849057197571,
122,122,2.3025741577148438,,,
,123,,,,0.6977756023406982
123,123,,,0.6977756023406982,
123,123,2.4969213008880615,,,
,124,,,,0.6946244239807129
124,124,,,0.6946244239807129,
124,124,2.4472568035125732,,,
,125,,,,0.6924646496772766
125,125,,,0.6924646496772766,
125,125,2.0075018405914307,,,
,126,,,,0.6879727244377136
126,126,,,0.6879727244377136,
126,126,2.0710532665252686,,,
,127,,,,0.682344377040863
127,127,,,0.682344377040863,
127,127,1.650546908378601,,,
,128,,,,0.6793696284294128
128,128,,,0.6793696284294128,
128,128,1.6759811639785767,,,
,129,,,,0.6730238795280457
129,129,,,0.6730238795280457,
129,129,2.194772481918335,,,
,130,,,,0.6653048396110535
130,130,,,0.6653048396110535,
130,130,1.5293359756469727,,,
,131,,,,0.6577903032302856
131,131,,,0.6577903032302856,
131,131,1.9170891046524048,,,
,132,,,,0.6532740592956543
132,132,,,0.6532740592956543,
132,132,2.4841322898864746,,,
,133,,,,0.6485359072685242
133,133,,,0.6485359072685242,
133,133,2.0535619258880615,,,
,134,,,,0.6435131430625916
134,134,,,0.6435131430625916,
134,134,1.879905343055725,,,
,135,,,,0.6358084082603455
135,135,,,0.6358084082603455,
135,135,1.8400272130966187,,,
,136,,,,0.6259917616844177
136,136,,,0.6259917616844177,
136,136,2.5132839679718018,,,
,137,,,,0.6162317991256714
137,137,,,0.6162317991256714,
137,137,1.4175630807876587,,,
,138,,,,0.6045807003974915
138,138,,,0.6045807003974915,
138,138,1.8127816915512085,,,
,139,,,,0.5970273017883301
139,139,,,0.5970273017883301,
139,139,1.8679944276809692,,,
,140,,,,0.5890901684761047
140,140,,,0.5890901684761047,
140,140,1.407925009727478,,,
,141,,,,0.58209627866745
141,141,,,0.58209627866745,
141,141,2.0288825035095215,,,
,142,,,,0.5746013522148132
142,142,,,0.5746013522148132,
142,142,1.8317967653274536,,,
,143,,,,0.5705145001411438
143,143,,,0.5705145001411438,
143,143,1.7912269830703735,,,
,144,,,,0.5651959776878357
144,144,,,0.5651959776878357,
144,144,1.7341647148132324,,,
,145,,,,0.5625078082084656
145,145,,,0.5625078082084656,
145,145,1.6061381101608276,,,
,146,,,,0.5637826919555664
146,146,,,0.5637826919555664,
146,146,2.123157501220703,,,
,147,,,,0.5681707859039307
147,147,,,0.5681707859039307,
147,147,1.5511332750320435,,,
,148,,,,0.5743069052696228
148,148,,,0.5743069052696228,
148,148,1.8062154054641724,,,
149,149,,1.9974721670150757,,
,149,,,,0.577046811580658
149,149,,,0.577046811580658,
149,149,1.9974721670150757,,,
,150,,,,0.5826396942138672
150,150,,,0.5826396942138672,
150,150,1.7940950393676758,,,
,151,,,,0.5897473096847534
151,151,,,0.5897473096847534,
151,151,1.777701497077942,,,
,152,,,,0.5939275622367859
152,152,,,0.5939275622367859,
152,152,1.8963556289672852,,,
,153,,,,0.5932125449180603
153,153,,,0.5932125449180603,
153,153,1.6891541481018066,,,
,154,,,,0.5860825181007385
154,154,,,0.5860825181007385,
154,154,1.5323647260665894,,,
,155,,,,0.574855387210846
155,155,,,0.574855387210846,
155,155,1.6402792930603027,,,
